type,station_name,longitude,latitude,n_obs,deviance,p_intercept,p_ishour_1,p_ishour_2,p_ishour_3,p_ishour_4,p_ishour_5,p_ishour_6,p_ishour_7,p_ishour_8,p_ishour_9,p_ishour_10,p_ishour_11,p_ishour_12,p_ishour_13,p_ishour_14,p_ishour_15,p_ishour_16,p_ishour_17,p_ishour_18,p_ishour_19,p_ishour_20,p_ishour_21,p_ishour_22,p_ishour_23,p_isweekday_1,p_isweekday_2,p_isweekday_3,p_isweekday_4,p_isweekday_5,p_isweekday_6,p_avgtemp,p_avgtempsqr
arrivals,12-Ave-and-W-40-St,-74.00277668,40.76087502,664506,342252.895929,-5.2613577834,-0.150504187119,-0.228975399498,-0.161642536908,-0.242544785317,-0.261246575186,-0.0684664071191,0.528143288801,0.654932471269,0.396743377198,0.437675494076,0.697172959947,0.808705734714,0.882517000289,1.06034476704,1.09198831696,1.28210855575,1.80138139865,1.58475626463,1.13150860938,0.80727820386,0.582932101286,0.42749606497,0.277798858089,0.0426519369085,0.0546593396233,0.00564104746352,0.0744944199667,0.148054181142,0.0184528807629,0.0832658409302,-0.000693539561105
arrivals,2-Ave-and-E-30-St,,,254091,131694.899827,-6.30894330647,-0.44258928611,-0.736187550904,-0.883444671228,-1.14568083632,-1.34488066408,0.143166303109,0.308353263924,0.487271667416,0.626869523571,0.679753651808,0.817372017563,0.937217912376,0.999529906872,1.08544241665,1.10115348105,1.26449354741,1.60625441104,1.73879152247,1.52616647338,1.19099840932,1.05296642466,0.862517491373,0.46100029914,-0.00283692194806,0.0493283781551,-0.0265282403552,0.0222736650399,0.0493929666378,0.0710273457997,0.150308462356,-0.0015000916637
arrivals,2-Ave-and-E-31-St,-73.97706058,40.74290902,410415,198589.588776,-5.38549020273,-0.328674710302,-0.515759154391,-0.595189145659,-0.738629027075,-0.444386980841,0.807287111536,0.797947183258,0.749180041485,0.906433876998,0.917216148546,0.893563529141,1.01231112594,1.1243834857,1.09685626403,1.11035373993,1.29289288638,1.64952305871,1.79310999364,1.57039382647,1.31207368326,1.1225104518,0.854303740006,0.447668517427,-0.0119783031047,-0.0253916225843,-0.0576824232855,-0.00797162313409,-0.121903800538,-0.00992618569097,0.081936644638,-0.00068921707645
arrivals,2-Ave-and-E-58-St,-73.96478473,40.76020258,664510,219665.238164,-7.01340484281,-0.435986416585,-0.713649213723,-1.15106210277,-1.29172816383,-0.686210953074,0.141563287329,0.530741430145,0.829255514365,1.09526404383,0.892663144104,0.843152092638,1.00228044979,1.06345900894,1.12284923693,1.05169267966,1.12680833701,1.5631194504,1.63783250073,1.54711932562,1.16623055007,0.866212428204,0.692040398922,0.35860208429,-0.0947758854519,-0.0804628797394,-0.141102681329,-0.134601702899,-0.101531585972,-0.0885075256341,0.12658201916,-0.00106576424877
arrivals,3-Ave-and-Flatbush-Ave,,,163083,25173.7529071,-3.86815450955,-0.707077440611,-0.517649352467,-1.15738717815,-0.693850754886,-0.293065957049,-0.784941701144,0.087539794543,0.0913965190088,0.642551170274,0.595220738141,0.170948245743,0.513956027064,0.581253928309,0.719623116148,0.514125387143,0.897661142219,1.07603460157,1.44769868018,1.33032031588,0.800512919573,0.587863417302,0.398090421031,0.0911157599745,0.371345969886,0.223902767493,0.121245777261,0.36381948976,0.460728451726,0.392175586593,-0.0159008830426,2.79451981653e-05
arrivals,3-Ave-and-Schermerhorn-St,-73.9796772,40.68683208,83174,17688.4486134,19.7818346972,0.0426587584948,0.146607925542,0.0901529169391,0.0225270315088,0.00494126117122,0.0291497903396,0.0345094368855,0.0181001675089,0.168236892435,0.0802622722713,-0.0776642844342,-0.134218908497,-0.0350541603345,-0.110450218085,-0.00117024901905,0.0873830182651,0.19640210934,0.204621279326,0.358200886936,0.266327168471,0.040369367941,0.206025382856,0.0644054978131,0.0486208627746,0.0868546684521,-0.294849119326,-0.173488410921,-0.119985021003,-0.252034574443,-1.51371760368,0.0233356441715
arrivals,5-Ave-and-E-29-St,-73.98683077,40.7451677,664506,280249.824557,-6.77407196554,-0.156816590605,-0.159729733343,-0.41342541561,-0.396656556153,-0.033815811019,0.555436775518,1.19457787997,1.95567447624,2.24482235514,1.60592960975,1.44957889629,1.50549839743,1.50259552875,1.44658347578,1.36558403737,1.33709256709,1.33148330979,1.37074929246,1.24253514103,0.856618430947,0.58466526107,0.435451333047,0.223778272163,0.143129490678,0.172432738714,0.136160290608,0.126314782956,-0.293617750131,-0.417922756173,0.127759011929,-0.00118830175803
arrivals,52-St-and-9-Ave,,,48846,16070.8528961,-0.00247462535524,-0.324104459957,-0.856873526564,-0.93213425752,-1.58532192441,-1.91587303605,-1.60565213047,-0.764943130427,-0.503704709323,0.261003991418,0.0499024565821,0.161328916428,0.674629929031,0.5060754756,0.635292716967,0.738007088566,0.849512717169,0.945027437828,1.31934215512,1.09202934429,0.884051770452,0.793402392762,0.467180831592,0.291678078041,-0.0648520221686,0.0287619399716,0.0998271289779,0.137158411401,0.278157186364,0.116723934734,-0.0809223808133,0.000463135324143
arrivals,6-Ave-and-Broome-St,-74.004704,40.724399,140748,43143.3889584,-7.77714326909,-0.406646809633,-0.349713547876,-1.27879072432,-0.947960050942,-0.516685358017,0.0635054530334,0.788895284153,2.08553022463,2.61070969895,1.67503670707,1.34797057067,1.58119374488,1.74010258656,1.66052236003,1.72134211294,1.69620659962,1.67831799431,1.56980203867,1.42224717771,0.941452066736,0.846151739621,0.516508959678,0.140950370999,-0.00594628571159,0.142077385967,0.027048009366,0.045266206296,-0.0561889724488,-0.263326397639,0.15200517967,-0.00135743166073
arrivals,6-Ave-and-Canal-St,-74.00566443,40.72243797,664508,237528.384525,-5.46173258239,-0.169936719943,-0.233889552964,-0.342332589556,-0.288675350059,-0.146306293032,0.103212966927,0.805807484645,1.99059487871,2.25546954735,1.38099579376,1.10223099329,1.27185117723,1.34693775863,1.24988006997,1.15319494374,1.07779405151,1.16174281926,1.10933046359,1.0866945178,0.739323278217,0.484300989189,0.355662015424,0.132515982911,0.0913915205156,0.142164036199,0.079121544949,0.103664735747,-0.283710765712,-0.349808537363,0.0716636741731,-0.00066902458647
arrivals,6-Ave-and-W-33-St,-73.98848395,40.74901271,664506,292700.253194,-5.74790300627,-0.188262060096,-0.435188972676,-0.776588668811,-0.503796505665,-0.582209132688,-0.337472795016,0.272314694752,0.975755289839,1.23982828784,1.01517171118,1.06478597192,1.13636641267,1.22087440202,1.33215071942,1.67396123974,1.73424872674,1.87041114453,1.69478968162,1.34299991356,1.08101191923,0.698322714043,0.542319102302,0.296033952994,0.0457974155136,0.0800141816804,0.0723177513837,0.104728380984,-0.110056835074,-0.159208402145,0.0942483778677,-0.000860851845483
arrivals,7-Ave-and-Farragut-St,-73.97332996,40.69892054,135885,25642.1514611,-6.16361688962,-0.0346349564453,0.0631660720865,-0.185688747928,-0.00234858237019,0.0277856024065,-0.0533508838239,0.0878570280364,0.481319082119,0.787722835585,0.327492706659,0.196937066905,0.0370706342285,-0.190676586762,-0.138205469419,0.0565660021556,0.0731699444096,0.0588650719242,0.0659277260346,0.042921247625,0.0606362569493,0.107463597977,-0.00731278003191,-0.111793489355,-0.123835596866,-0.146963862533,-0.0818482653216,0.183948015029,0.0805428963322,-0.00591081796617,0.181443782631,-0.00301903177208
arrivals,7th-Ave-and-Farragut-St,,,110371,7693.99375969,29.5280950895,-12.5879073928,-0.682176034379,0.727901172993,-12.5805182262,1.6847496724,1.6219088771,2.84106472115,3.92392719941,4.79066933894,3.7264652366,3.08535706712,2.9934035399,3.61506239588,3.31767066841,2.86043302973,3.14038123366,2.80565381196,2.6415435229,2.39375748082,1.81507133358,2.4614354942,1.8919113817,1.27593514207,0.172170509947,0.421148000619,0.189822048788,0.130593325711,-0.47790196707,-1.31746268938,-1.1522427922,0.00886819731876
arrivals,8--Ave-and-W-52-St,,,102842,47332.271581,3.64764363715,-0.42044815156,-1.02757317802,-1.61649742695,-1.56589515411,-1.82689985196,-0.239828492727,0.00239959693554,0.533235413732,0.712990906199,0.574038868406,0.685675691163,0.971529283651,0.91743503031,0.978365463647,0.876310012872,0.965257026331,1.29042722847,1.34374642681,1.28465804762,0.962943033824,0.749600773187,0.673157101419,0.285840598226,0.0435015245002,0.139187271686,0.0605940678396,0.197172398098,0.269189615896,0.0770707743255,-0.178636493918,0.00115568780455
